Required Concept,CUI,Preferred Name
,C0060200,fentanyl isothiocyanate
,C0117480,Droperidol / Fentanyl
,C0366481,fentanyl:mass:point in time:dose med or substance:quantitative
,C0546864,fentanyl citrate
,C0567598,Fentanyl poisoning
,C0570532,Allergy to fentanyl
,C0572088,Fentanyl overdose
,C0944822,fentaNYL:PrThr:Pt:Ser/Plas:Ord
,C1329986,BUPIVACAINE/FENTANYL
,C1656695,Fentanyl / ropivacaine
,C1714006,fentanyl hydrochloride
,C1960518,Fentanyl dependence
,C2135485,exposure to fentanyl
,C2698398,BEMA Fentanyl
,C2726835,FentaNYL Matrix
,C2924363,Fentanyl+Norfentanyl
,C2926150,Fentanyl+Norfentanyl:PrThr:Pt:Urine:Ord:Screen
,C2926151,fentaNYL/Creatinine:MRto:Pt:Urine:Qn
,C3203016,Fentanyl Crystal
,C3213451,Fentanyl Pill
,C3213452,Fentanyl Topical Product
,C3258905,Fentanyl+Norfentanyl:PrThr:Pt:Urine:Ord:Confirm
,C3652872,"fentanyl, combinations"
midazolam,C0026056,midazolam
,C0366048,Midazolam:MCnc:Pt:Ser/Plas:Qn
,C0524191,Midazolam Measurement
,C0366560,midazolam:mass:point in time:dose med or substance:quantitative
,C0546872,midazolam maleate
,C0568451,Midazolam poisoning
,C0570821,Allergy to midazolam
,C0572991,Midazolam overdose
,C0700457,midazolam hydrochloride
,C0798281,Midazolam:SCnc:Pt:Ser/Plas:Qn
,C0802460,Midazolam cutoff:MCnc:Pt:Urine:Qn:Screen
,C0802461,Midazolam cutoff:MCnc:Pt:Urine:Qn:Confirm
,C0806960,Midazolam cutoff
,C1576545,Midazolam Powder
,C2241538,Midazolam Crystal
,C2923746,Midazolam:MCnc:Pt:Body fld:Qn
,C2923747,Midazolam:MCnc:Pt:Body fld:Qn:Confirm
,C2923749,Midazolam:MCnt:Pt:Tiss:Qn
,C2923750,Midazolam:MCnt:Pt:Tiss:Qn:Confirm
,C2923975,Midazolam:MCnc:Pt:Bld:Qn
,C2923976,Midazolam:MCnc:Pt:Bld:Qn:Confirm
,C4051548,Midazolam Cartridge
,C4051556,Midazolam Injection
,C4483730,Midazolam/Creatinine:MRto:Pt:Urine:Qn:Confirm
,C4483731,Midazolam/Creatinine
normal saline,C0445115,Normal saline
,C0770272,dextrose 2.5 % in normal saline
,C1170437,Normal Saline Flush
,C1278442,Continuous infusion of normal saline
,C1725405,BD Normal Saline Flush
,C2020031,"normal saline, sterile"
,C2020032,sterile solutions normal saline 1000cc
,C2020033,sterile solutions normal saline 30cc
,C2028345,intravenous infusion of half-normal saline
,C2064712,intravenous infusion of normal saline
,C2224512,intravenous infusion of normal sterile saline
,C2224513,normal saline 250cc
,C2224514,normal saline 1000cc
,C3649220,enemas normal saline
,C0512623,Irrigate nasogastric tubes with normal saline
,C2020035,sterile solutions normal saline up to 5cc
,C2037898,surgical irrigation of cholecystostomy with normal saline
,C2037901,surgical irrigation of choledochostomy with normal saline
,C2037904,surgical irrigation of colostomy with normal saline
,C2037907,surgical irrigation of gastrostomy with normal saline
,C2037910,surgical irrigation of ileostomy with normal saline
,C2037913,surgical irrigation of jejunostomy with normal saline
,C3468232,bladder irrigation with ___ cc normal saline
,C4065066,flood thoracotomy field with normal saline
,C4282048,10 ML Sodium Chloride 9 MG/ML Injection
encourage patient to relax,C0510902,Encourage the patient to relax
,C0510764,Encourage patient to deep breathe and relax during massage
oral glucose,C1955477,Glucose (oral)
,C1241133,Glucose Oral Gel [Insta-Glucose]
,C2962385,Glucose Oral Solution [Enfamil Glucose]
,C0029161,Oral Glucose Tolerance Test
,C0691497,Glucose 0.4 MG/MG Oral Gel
,C0776076,Glucose Oral Solution
,C1252218,Glucose Oral Gel
,C1697262,Glucose Oral Gel [Dex4]
,C1847425,Abnormal oral glucose tolerance
,C1955128,glucose (oral challenge)
,C2684476,Glucose 254 MG/ML Oral Solution
,C2830475,Impaired glucose tolerance (oral)
,C2938519,Glucose Oral Solution [Dex4]
,C2946052,Glucose Oral Gel [Glutose]
,C3220063,Glucose Oral Liquid Product
,C3220064,Glucose Oral Product
,C3220636,Enfamil Glucose Oral Product
,C3227455,Insta-Glucose Oral Product
,C3465613,Glucose Oral Gel Product
,C3554874,Cholecalciferol / Glucose Oral Gel
,C3556827,Cholecalciferol / Glucose Oral Solution
,C3556888,Cholecalciferol / Glucose Oral Product
,C3643942,ReliOn Glucose Oral Product
,C3853667,Glucose 0.774 MG/MG Oral Gel
,C4018522,Glucose 0.45 MG/MG Oral Gel
recovery position,C0150435,Semiprone position
,C2919251,Positioning subject in recovery position
supine position,C0038846,Supine Position
,C1998080,Pain relief by supine position
,C2051534,patient in supine position for procedure
,C2094324,nursing care: patient positioning maintain supine position
,C2223886,normal pregnancy delivery with patient returned to supine position
,C4712081,Place the patient in a supine position
,C1301698,Patient in supine position with hip support
,C2037434,supine position test of talus of ankle
,C2037428,supine position test of head of talus of left ankle
,C2037431,supine position test of head of talus of right ankle
,C2088493,inability to arise from supine to sitting position
,C2113937,pre-incision patient positioned supine
,C2222345,moving from supine to sitting position in bed independently
,C2222353,moving from sitting to supine position in bed independently
,C2223887,normal pregnancy delivery with patient returned to supine position and returned to room
,C4710031,Conduct examination when patient is in upright then supine position
,C4711897,"Place patient in supine position, minimizing orthostatic changes"
,C4714361,Place patient in either a comfortable sitting or supine position
,C0514323,"Place patient in a supine position with legs elevated to increase preload, as appropriate"
,C2037429,supine position test of head of talus of left ankle showing lateral bulge
,C2037430,supine position test of head of talus of left ankle showing medial bulge
,C2037432,supine position test of head of talus of right ankle showing lateral bulge
,C2037433,supine position test of head of talus of right ankle showing medial bulge
,C2115728,pain at end of range of movement with thoracolumbar spine extension in supine position
,C2115729,pain at initiation of movement with thoracolumbar spine extension in supine position
narcan,C0684237,Narcan
,C0306927,Naloxone Injectable Solution [Narcan]
,C0543240,Naloxone Hydrochloride 1 MG/ML Injectable Solution [Narcan]
,C0590222,Naloxone Hydrochloride 0.4 MG/ML Injectable Solution [Narcan]
,C4060209,Naloxone Nasal Spray [Narcan]
,C4060273,Narcan Nasal Product
,C4060274,Narcan Inhalant Product
,C0698844,Naloxone Hydrochloride 0.02 MG/ML Injectable Solution [Narcan]
,C0698845,Narcan 400micrograms/1mL prefilled syringe
,C4059346,Naloxone Hydrochloride 40 MG/ML Nasal Spray [Narcan]
,C4046831,"Naloxone Hydrochloride 0.4 MG/ML includes Injectable Solution, Injection & Cartridge"
,C4060142,Naloxone Hydrochloride 40 MG/ML [Narcan]
,C4306357,Naloxone Hydrochloride 20 MG/ML Nasal Spray [Narcan]
,C4306869,Naloxone Hydrochloride 20 MG/ML [Narcan]
,C0358449,1 ML Naloxone Hydrochloride 0.4 MG/ML Cartridge
,C0774388,Naloxone Hydrochloride 0.4 MG/ML Injectable Solution
,C3887728,1 ML Naloxone Hydrochloride 0.4 MG/ML Injection
albuterol,C0001927,albuterol
,C0772501,levalbuterol
,C1655019,albuterol (as albuterol sulfate)
,C0543495,albuterol sulfate
,C0570955,Allergy to albuterol
,C0717386,Albuterol / Ipratropium
,C0740857,albuterol treatment
,C1244563,Albuterol Oral Tablet
,C1266310,Albuterol measurement
,C1828451,"albuterol, beclomethasone drug combinations"
,C2194286,Albuterol / Guaifenesin
,C2929310,Albuterol / Ambroxol
,C2957898,racemic albuterol
,C3209071,Albuterol Pill
,C0687801,Albuterol 2 MG Oral Tablet
,C0687804,Albuterol 4 MG Oral Tablet
,C0794471,Albuterol 0.1 MG Inhalation Powder
,C0484882,Albuterol:MCnc:Pt:Ser/Plas:Qn
,C0718656,Arm-A-Med Albuterol Sulfate
,C0778291,ALBUTEROL SO4 PWDR
,C0785994,Albuterol 5 MG/ML Inhalation Solution
,C0945777,Albuterol:PrThr:Pt:Urine:Ord
,C0983069,Albuterol 4 MG
,C1124739,Albuterol 0.09 MG/ACTUAT
,C1124741,Albuterol 2 MG
cpap,C0199451,Continuous Positive Airway Pressure
,C1424863,CENPJ gene
,C0180105,Continuing positive airway pressure unit
,C0454518,Intermittent CPAP
,C0628147,N-(1(S)-carboxy-(4-hydroxy-3-iodophenyl)ethyl)-alanylproline
,C1507544,Pressure.continuous positive airway:Pres:Pt:Respiratory system:Qn
,C2359935,Continuous positive airway pressure attachment:Finding:Point in time:^Patient:Document
,C3665969,Nasal CPAP
,C4534471,BiPAP/CPAP
,C5208671,CPAP Masks
,C5208761,CPAP Interfaces
,C0374380,"Continuous positive airway pressure ventilation (CPAP), initiation and management"
,C0179576,CPAP nasal oxygen cannula
,C1144985,Full-Face CPAP Masks
,C1309662,"CENPJ protein, human"
,C1568469,3-((5-(6-((3-chlorophenyl)amino)pyrazinyl)-3-pyridinyl)amino)-1-propanol
,C1959403,"Sas-4 protein, Drosophila"
,C2135601,has CPAP at home
,C2234350,newborn facial CPAP
,C2923270,BIPAP &or CPAP setting:Find:Pt:Ventilator:Ord
,C2923271,BIPAP &or CPAP setting
,C3481642,Pressure.continuous positive airway:Pres:24H^mean:Respiratory system:Qn
,C3481644,Pressure.continuous positive airway:Pres:24H^max:Respiratory system:Qn
,C3482023,Pressure.continuous positive airway:Pres:24H^median:Respiratory system:Qn
,C3657516,"Cenpj protein, mouse"
bag valve mask ventilation,C1960845,Bag valve mask ventilation
morphine,C0026549,morphine
,C2698261,Morphine Measurement
,C0009214,codeine
,C0011892,heroin
,C0015109,ethylmorphine
,C0026551,Morphine Chloride
,C0026552,Morphine Dependence
,C0026553,Morphine Derivatives Including Cocaine
,C0066812,morphine 6-dehydrogenase
,C0066814,morphine sulfate
,C0068699,nicomorphine
,C0070108,paregoric
,C0086223,Morphine Receptor
,C0086641,Morphine Glucuronyltransferase
,C0128999,morphine acetate
,C0242000,morphine use
,C0260022,Morphine habit
,C0274614,Poisoning by morphine
,C0358789,Kaolin- and morphine-containing product
,C0360457,Morphine Oral Product
,C0366053,Morphine:PrThr:Pt:Ser/Plas:Ord
,C0366054,Morphine:MCnc:Pt:Ser/Plas:Qn
,C0366563,morphine dose
,C0385247,morphine methiodide
,C0490485,"FLUOROMETRY, MORPHINE"
metered dose inhaler,C0418991,Metered dose inhaler therapy
,C0993596,Metered Dose Inhaler
,C1373245,Metered dose powder inhaler
,C1720616,Metered dose aerosol inhaler
,C1967692,Albuterol Metered Dose Inhaler
,C1967730,Levalbuterol Metered Dose Inhaler
,C1967783,Cromolyn Metered Dose Inhaler
,C1967789,Beclomethasone Metered Dose Inhaler
,C1967801,Epinephrine Metered Dose Inhaler
,C1967850,fluticasone Metered Dose Inhaler
,C1967870,Ipratropium Metered Dose Inhaler
,C1968245,Nedocromil Metered Dose Inhaler
,C2344604,ciclesonide Metered Dose Inhaler
,C2346381,pirbuterol Metered Dose Inhaler
,C2586369,flunisolide Metered Dose Inhaler
,C3820273,Mometasone Metered Dose Inhaler
,C3848957,olodaterol Metered Dose Inhaler
,C3854314,Metered dose inhaler (physical object)
,C3858305,tiotropium Metered Dose Inhaler
,C1967517,fluticasone / salmeterol Metered Dose Inhaler
,C1967702,Albuterol / Ipratropium Metered Dose Inhaler
,C1967732,Budesonide / formoterol Metered Dose Inhaler
,C1967855,fluticasone Metered Dose Inhaler [Flovent]
,C1967872,Ipratropium Metered Dose Inhaler [Atrovent]
,C1967881,Levalbuterol Metered Dose Inhaler [Xopenex]
physical restraint,C0035260,Physical Restraint (procedure)
,C0337184,Physical restraint equipment (device)
,C0182986,Ankle restraint
,C0182987,Arm restraint
,C0182996,Wrist restraint
,C0204738,Placing restraint
,C0337183,PHYSICAL RESTRAINT EQUIPMENT AND STRUCTURES
,C0337187,Physical restraint structure
,C0418446,Assault by physical restraint
,C0418449,Assault by physical restraint with handcuffs
,C0441464,Head restraint
,C1289913,Physical restraint equipment AND/OR structure
,C1320619,Manhandling procedure for physical restraint
,C1320620,Legal physical restraint procedure
,C1320621,Legal physical restraint performed
,C1718418,Trunk restraint
,C2921308,Physical restraint status
,C3651006,Implementing Physical Restraint Regime
,C4041184,Implementation of physical restraint regime
,C4764178,Chemical and Physical Restraint
,C0182994,Wheelchair occupant restraint
,C0418448,Assault by physical restraint with rope or cord
,C0418450,Assault by physical restraint with adhesive tape
,C3880090,Infant bed restraint
,C3880863,Adult limb restraint
nasopharyngeal airway,C0150683,"Artificial Airways, Nasopharyngeal"
,C0178093,Nasopharyngeal airway insertion
,C0240457,NASOPHARYNGEAL AIRWAY OBSTRUCTION
,C2922479,rnax insert nasopharyngeal airway
,C3468998,nasopharyngeal airway device (___ fr)
,C3468999,nasopharyngeal airway device inserted
,C3469000,nasopharyngeal airway device removed
,C3881213,"Nasopharyngeal airway, reusable"
,C3881874,"Nasopharyngeal airway, single-use"
,C4032256,airway obstructed by edema nasopharyngeal
,C0512051,"Insert oral or nasopharyngeal airway, as appropriate"
,C0512647,Keep oral or nasopharyngeal airway at bedside
,C0516001,Tape the oro/nasopharyngeal airway in place
,C0509347,Change the oro/nasopharyngeal airway daily and inspect mucosa
,C0515771,Select the correct size and type of oropharyngeal or nasopharyngeal airway
,C0513236,"Monitor for dyspnea, snoring, or inspiratory crowing when oro/nasopharyngeal airway is in place"
,C0512052,"Insert oro/nasopharyngeal airway, ensuring that it reaches to the base of the tongue, supporting the tongue in a forward position"
capnography,C0376529,Capnography
,C0542276,Respired carbon dioxide monitoring
,C1610575,"Physiologic Monitor Modules, Capnography"
,C4304484,Capnography oxygen mask
,C4518119,Capnography sampling adaptor
,C4714349,Monitor expired carbon dioxide (capnography)
suction the oropharynx,C4709567,Suction mouth and oropharynx
,C0515918,Suction the oropharynx after completion of tracheal suctioning
,C4709725,Suction the oropharynx and secretions from the top of the tube cuff before deflating the cuff
ondansetron,C0061851,ondansetron
,C0700478,ondansetron hydrochloride
,C0935854,Dexamethasone/Ondansetron
,C1247210,Ondansetron Oral Tablet
,C3215388,Ondansetron Pill
,C4083636,Ondansetron Injection
,C5203524,Ondansetron Liquid Injection
,C0355419,Ondansetron 4 MG Disintegrating Oral Tablet
,C0689845,Ondansetron 4 MG Oral Tablet
,C0979118,Ondansetron 8 MG Oral Tablet
,C0979119,Ondansetron 8 MG Disintegrating Oral Tablet
,C2920342,Ondansetron 8 MG Oral Film
,C2920346,Ondansetron 4 MG Oral Film
,C0308189,Ondansetron Injectable Solution [Zofran]
,C0792503,Ondansetron 16 MG Rectal Suppository
,C0886673,"Ondansetron, (S)-Isomer"
,C0886674,"Ondansetron, (R)-Isomer"
,C0979116,Ondansetron 24 MG Oral Tablet
,C1123365,Ondansetron 2 MG/ML
,C1123366,Ondansetron 0.64 MG/ML
,C1123367,Ondansetron 4 MG
,C1123368,Ondansetron 8 MG
,C1125588,Ondansetron 0.8 MG/ML
,C1126040,Ondansetron 24 MG
,C1134857,Ondansetron 16 MG
dexamethasone,C0011777,dexamethasone
,C0011779,dexamethasone isonicotinate
,C0057590,dexamethasone 17-valerate
,C0057598,dexamethasone acetate
,C0057600,dexamethasone oxetanone
,C0057601,dexamethasone receptor
,C0057603,dexamethasone trimethyl acetate
,C0245678,dexamethasone dipropionate
,C0281507,Cyclophosphamide/Dexamethasone
,C0281561,Dexamethasone/Vincristine
,C0304706,Dexamethasone-containing product in ocular dose form
,C0308803,dexamethasone injection
,C0338234,Dexamethasone/Melphalan
,C0338276,Daunorubicin/Dexamethasone
,C0360528,Oral form dexamethasone
,C0360531,Dexamethasone Topical Product
,C0380865,dexamethasone glucuronide
,C0571611,Allergy to dexamethasone
,C0573709,Dexamethasone overdose
,C0614680,dexamethasone linoleate
,C0678001,Dexamethasone/Metoclopramide
,C0678002,Dexamethasone/Granisetron
,C0717676,dexamethasone nasal
,C0717678,Dexamethasone / Lidocaine
,C0719817,Dexamethasone Intensol
cardiac monitor,C0150496,Cardiac monitoring
,C0179608,Cardiac monitors
,C0204899,Cardiac monitor surveillance
,C0204900,Cardiac monitor removal
,C0493020,Fetal cardiac monitor
,C0513462,Monitor heart rate and rhythm
,C0547250,Monitor for signs of cardiac decompensation.
,C1714885,Cardiac monitor interpretation:Impression/interpretation of study:Point in time:Heart:Narrative
,C1717655,Cardiac monitor interpretation
,C2825163,Cardiac Event Monitor
,C2958525,rnax cardiac care monitoring
,C2958526,rnax monitor cardiac rehabilitation
,C3161612,code cart cardiac monitor
,C3646413,rnax apply cardiac monitor
,C3805086,Implantable cardiac monitor insertion
,C3879681,Implantable cardiac monitor
,C4552203,Implantable cardiac monitor removal
,C4710843,"Place on cardiac monitor, as appropriate"
,C4711885,Place patient on a cardiac monitor
,C4713462,Apply cardiac or apnea monitor
,C4735828,subcutaneous cardiac rhythm monitor
,C4760987,Implantable cardiac monitor replacement
,C0199626,Monitoring of cardiac output by thermodilution indicator
,C1609451,"Physiologic Monitor Modules, Cardiac Output"
,C2145542,transportation within facility with cardiac monitor
geodon,C0939698,Geodon
,C1883602,"Geodon, for Injection"
,C1883707,"Geodon, Capsules"
,C3224623,Geodon Pill
,C0939140,ziprasidone 40 MG Oral Capsule [Geodon]
,C0939141,ziprasidone 60 MG Oral Capsule [Geodon]
,C0939142,ziprasidone 80 MG Oral Capsule [Geodon]
,C0939771,ziprasidone 20 MG Oral Capsule [Geodon]
,C1169845,ziprasidone 20 MG Injection [Geodon]
,C1240509,ziprasidone Oral Capsule [Geodon]
,C1592702,ziprasidone 40 MG [Geodon]
,C1592703,ziprasidone 60 MG [Geodon]
,C1592704,ziprasidone 80 MG [Geodon]
,C1592816,ziprasidone 20 MG [Geodon]
,C3224621,Geodon Injectable Product
,C3224622,Geodon Oral Product
,C4060180,ziprasidone Injection [Geodon]
ipratropium,C0027235,ipratropium
,C0570999,Allergy to ipratropium
,C0700580,ipratropium bromide
,C0717386,Albuterol / Ipratropium
,C0717868,ipratropium nasal
,C1271926,Ipratropium reversibility
,C1827410,"fenoterol, ipratropium drug combination"
,C3848550,ipratropium cation
,C4703917,Ipratropium ion
,C1995694,Ipratropium Bromide 0.021 MG/ACTUAT Metered Dose Nasal Spray
,C0569715,Ipratropium adverse reaction
,C0731409,Steri-Neb Ipratropium
,C0779674,Ipratropium Bromide Powder
,C0791625,Ipratropium bromide 40micrograms inhaler
,C0887135,"Ipratropium Bromide, endo-Isomer"
,C1302121,Albuterol-Ipratropium Bromide
,C1321151,Ipratropium Bromide/ Albuterol Sulfate
,C1330358,Ipratropium Bromide Nasal
,C1330359,Ipratropium Bromide Novaplus
,C1657190,Ipratropium Bromide Hydrous
,C1967870,Ipratropium Metered Dose Inhaler
,C2697443,Ipratropium bromide 20micrograms inhaler
,C3209063,Albuterol / Ipratropium Inhalant Product
,C3213013,Ipratropium Inhalant Product
,C3213014,Ipratropium Nasal Product
oxygen,C0030054,oxygen
,C0184633,Oxygen Therapy Care
,C1547125,Oxygen Equipment Location
,C3656081,Oxygen saturation.preductal-oxygen saturation.postductal
,C3896642,Oxygen 15-labeled Oxygen
,C4751530,Oxygen and oxygen compound
,C0003130,Anoxia
,C0030055,Oxygen Consumption
,C0030058,oxygen extraction
,C0030061,Oxygen Isotopes
,C0030063,Oxygen Radioisotopes
,C0074565,Singlet Oxygen
,C0134407,oxygen oxidase
,C0162772,Reactive Oxygen Species
,C0181208,Oxygen Delivery Hoods
,C0181338,"Inhalators, Oxygen"
,C0181744,Oxygen mask
,C0182117,"Oxygen analyzer, device"
,C0182122,Oxygen Canisters
,C0182123,Oxygen concentrator (device)
,C0182124,Oxygen cylinder
,C0182127,Oxygen Flowmeters
,C0182128,Oxygen Generators
,C0182129,Oxygen Meters
,C0182130,Oxygen Monitors
magnesium sulfate,C0024480,magnesium sulfate
,C2927890,Magnesium Oxide / Magnesium Sulfate
,C3818960,magnesium carbonate & magnesium sulfate
,C2928724,Magnesium Sulfate / potassium sulfate / sodium sulfate
,C0126780,magnesium lauryl sulfate
,C0133842,"2,2'-dithio-bis-pyridine-1-oxide magnesium sulfate"
,C0274758,Poisoning by magnesium sulfate
,C0349978,Magnesium Sulfate Powder
,C0358206,Magnesium sulphate paste BP
,C0567835,Accidental magnesium sulfate poisoning
,C0567836,Intentional magnesium sulfate poisoning
,C0569446,Magnesium sulfate adverse reaction
,C0570606,Allergy to magnesium sulfate
,C0572339,Magnesium sulfate overdose
,C0572340,Accidental magnesium sulfate overdose
,C0572341,Intentional magnesium sulfate overdose
,C0621907,potassium magnesium sulfate
,C0719845,Dextrose-Magnesium Sulfate
,C0721528,Magnesium Sulfate Injectable Product
,C0772046,magnesium sulfate heptahydrate
,C0773086,Magnesium Sulfate Crystal
,C0773863,Magnesium Sulfate Oral Granules
,C1250693,Magnesium Sulfate Topical Ointment
,C1572489,magnesium sulfate anhydrous
,C1620342,magnesium oxide-zinc sulfate
dextrose,C0017725,glucose
,C2034479,intravenous infusion of intravenous dextrose
,C0017734,dextrose monohydrate
,C0359952,BUPIVACAINE/DEXTROSE
,C0360665,Glucose / Sodium Chloride
,C0556133,Glucose intake
,C0719831,Dextrose (for TPN)
,C0719832,Dextrose 2.5%
,C0719841,Dextrose and Water
,C0719846,Dextrose-Mefoxin
,C0723813,Travasol with Dextrose
,C0773222,Glucose powder
,C0777489,Dextrose Granule
,C0985452,Glucose 50 MG/ML
,C0985453,Glucose 500 MG/ML
,C1165353,anhydrous dextrose
,C1165603,Dextrose solution
,C1170214,DEXTROSE/DOPAMINE
,C1445695,ALCOHOL/DEXTROSE
,C1445734,DEXTROSE/THEOPHYLLINE
,C1445835,CEFOXITIN/DEXTROSE
,C1650394,Dextran in Dextrose
,C1657537,dextrose hydrous
,C1660487,Plasmalyte In Dextrose
,C1827175,Caffeine / Glucose
suction the nasopharynx,C0548067,Nasopharyngeal suction
,C0508650,"Aspirate the nasopharynx with a bulb syringe or suction device, as appropriate"
endotracheal tube,C0336630,Endotracheal tube
,C1546626,"Tube, Endotracheal"
,C0021932,"Intubation, Intratracheal"
,C0179390,Bougie
,C0180212,Endotracheal tube cuff
,C0189377,"Endotracheal intubation, emergency procedure"
,C0396621,Orotracheal intubation
,C0396625,Nasotracheal intubation
,C0442465,Via endotracheal tube
,C0444137,Specimen from endotracheal tube
,C0455213,Suction and cleaning of endotracheal tube
,C0455257,Irrigation and suction of endotracheal tube
,C0455258,Endotracheal tube suction
,C0455259,Reposition endotracheal tube
,C0455260,Check endotracheal tube is secure
,C0455261,Checking position of endotracheal tube
,C0455262,Changing endotracheal tube
,C0455263,Changing endotracheal tube headband
,C0455264,Changing endotracheal tube tapes
,C0493376,"CHANGER, TUBE, ENDOTRACHEAL"
,C0542379,Awake intubation
,C0548063,Retape endotracheal tube.
,C0553891,Tracheal Extubation
,C0587273,Armored endotracheal tube
,C0587274,RAE endotracheal tube
bronchodilator,C0006280,Bronchodilator Agents
